row_id,repository,baseline_commit,baseline_path,baseline_line,line_sha256,assignment,classification,release_a_disposition,current_line,baseline_excerpt
194010cf97da073f,caura-ai/caura-onprem-installer,c45fc56,docs/logging.md,131,e14fa8c010c031c1405a63277ea6fa05e5b75bbd2b13f119b85722b2878d403c,identity,onprem-command,still-bare,131,{legacy-command} support review /tmp/{legacy-brand}-support-*.tar.gz
d80e6993aeec564c,caura-ai/caura-onprem-installer,c45fc56,docs/logging.md,140,113e3e3b873036524a0b9ac1bbb00d7c648eb14dae2dbf28f48fa5e1cb8017d7,identity,onprem-command,still-bare,140,`{legacy-command} support bundle` writes a tarball to `/tmp`. Copy it off
441273b2fff5f233,caura-ai/caura-onprem-installer,c45fc56,docs/logging.md,148,3c3d9c2f5c1ff7f333ba23f69853bade6b5c51736a78790a94cebce0cb6349f7,identity,onprem-command,still-bare,148,{legacy-command} support upload /tmp/{legacy-brand}-support-*.tar.gz
de4eb613a48d9a19,caura-ai/caura-onprem-installer,c45fc56,docs/security.md,57,1a8249e2c6284451d98d232251422e3add970fa4b04535e8cd175811bd5c78df,identity,onprem-command,still-bare,57,scope is a single tenant. Rotated via `{legacy-command} issue-api-key`.
54a4b9b3fcd04145,caura-ai/caura-onprem-installer,c45fc56,docs/security.md,112,9ad0ca7f6079ad87ad63809e6b966dd5f8c4d9362c6b9477149b9663cd063403,identity,onprem-command,still-bare,112,| Stolen API key | Keys are scoped per-tenant; rotation via `{legacy-command} issue-api-key`; revoke via admin-api |
01801bcf9122236a,caura-ai/caura-onprem-installer,c45fc56,docs/troubleshooting.md,125,2548a05015d3df99ceb96d6893b6a12468d298c4937253deafd9e0f0d1070684,identity,onprem-command,still-bare,125,docker compose exec platform-admin-api {legacy-command} license load \
04a1ec32556a0d0f,caura-ai/caura-onprem-installer,c45fc56,docs/troubleshooting.md,127,3a9d8b79a99683ef54f95143f76b45a294edd401523c9c34ead9332b8f06c1b2,identity,onprem-command,still-bare,127,docker compose exec platform-auth-api {legacy-command} license load \
1d704f4b63ce35b0,caura-ai/caura-onprem-installer,c45fc56,docs/troubleshooting.md,285,e14fa8c010c031c1405a63277ea6fa05e5b75bbd2b13f119b85722b2878d403c,identity,onprem-command,still-bare,285,{legacy-command} support review /tmp/{legacy-brand}-support-*.tar.gz
b0c895990da6863c,caura-ai/caura-onprem-installer,c45fc56,docs/troubleshooting.md,295,5c0fa905abbd08a624ddf9fce6f65d836d01aa6b31573bda16cec0c41e7c9c8f,identity,onprem-command,still-bare,295,1. Upgrade `{legacy-command}` to the latest release and re-bundle —
18437909e196b1de,caura-ai/caura-onprem-installer,c45fc56,docs/troubleshooting.md,341,778e41525898d3f5761b8ca7ab932da669cd2333925293a16c3122f0bf281d6e,identity,onprem-command,still-bare,341,- `{legacy-command} status` for a quick license + setup snapshot.
aa66d9d9afd12271,caura-ai/caura-onprem-installer,c45fc56,docs/troubleshooting.md,342,cdc14b3feaf72a443705604308dcfff8f32905f9780531ad522cc8be1c6eb8a6,identity,onprem-command,still-bare,342,- `{legacy-command} support bundle` to snapshot logs + compose state into a
47ad942fce4d536e,caura-ai/caura-onprem-installer,c45fc56,docs/troubleshooting.md,344,426d66744a7ccd6fe97c4aacceb686dcba6feb1ce230e6af09a9462e667ec149,identity,onprem-command,still-bare,344,`{legacy-command} support upload /tmp/{legacy-brand}-support-*.tar.gz`. See
bcd0e7633ecff2f2,caura-ai/caura-onprem-installer,c45fc56,docs/troubleshooting.md,348,af2a6354d1ef915280c069625b4fbf2f23e8c8f95ced09114dd9261a09d53d2c,identity,onprem-command,still-bare,348,- `{legacy-command} license status` output
9f0e29ae59f06325,caura-ai/caura-onprem-installer,c45fc56,install.sh,12,ea0f41950683f797d3e1d35b9fa292d405b31d3ffa19e53ef4432d962e2b8d43,identity,onprem-command,still-bare,12,"# and hands off to /setup (web wizard or {legacy-command}), silent demands"
cc462276463e299c,caura-ai/caura-onprem-installer,c45fc56,install.sh,709,faddbb358c40f67ac5f95cb0de19d641d3899abb6ac27896362564692d68795f,identity,onprem-command,still-bare,709,# TLS mode signal — read by upgrade.sh and {legacy-command} to know whether
5e369dcbccfc65d5,caura-ai/caura-onprem-installer,c45fc56,install.sh,717,13462c3977b3741bf055bb24dedef524c91d2e978d0057a03e01ed28fb476785,identity,onprem-command,still-bare,717,# Capture install state for later reruns / {legacy-command} upgrade
7803904d9bfd6fb5,caura-ai/caura-onprem-installer,c45fc56,license/README.md,8,803eebb0febd9981ea8622712f2cd30f08006640d513ccbc1289f8ee6a5089ed,identity,onprem-command,still-bare,8,a clear error. Use the web wizard at `/setup` or `{legacy-command} license load`
72dce2fa07188cce,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,1,bed5da2f725a704c61c08470b651829e568c6bd39b315eac4a0d5e45895b5cab,identity,onprem-command,still-bare,1,# {legacy-command}
a65c896872849c3e,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,13,97728dbe712ea3574ab2e62c55fb6a3834ecfd9b27719919bef96c3dab110b28,identity,onprem-command,still-bare,16,docker compose exec platform-admin-api {legacy-command} <command>
db8986411e04e320,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,19,86c7a5c21d370990eefdd3df11dff30d2cbbb0fb0208bebc042c28b30076fe88,frozen-contract,source-tree-path,still-bare,22,pipx install ./tools/{legacy-command}      # editable for dev
5acf3d60306c02ae,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,20,3c0c3a51b166669136288f143a5750570b6fd8ba1c1adbfb2f2684c96840e7e1,frozen-contract,python-distribution-name,still-bare,23,pip install caura-{legacy-command}         # once published
915118009ea0f550,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,27,ad7fd0cf55204c8b9d60318e62381c6a7b51316bfe2213a01a3bee3ea7ed6635,identity,onprem-command,still-bare,30,| `{legacy-command} status` | Print `/setup/status` + `/license/status` side-by-side |
bf200b910794352c,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,28,a01aa5dfad1c930bdc28beff2d067f80f27e5f0136a9df52b1c2b8f92562e877,identity,onprem-command,still-bare,31,| `{legacy-command} setup` | Interactive first-run wizard (CLI alternative to `/setup`) |
cca74e3f1a3a4b48,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,29,e880614ed1cfe287fa30940648255403b1a278d8bacf66b714e830dd5e5c0f4f,identity,onprem-command,still-bare,32,| `{legacy-command} create-org --name Acme --slug acme` | Create another org |
4fa3511f570dc328,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,30,000a360a58c8949da86f152d9a45fbeb5f8bebd8e1d45aca416a5daa0a05be1d,identity,onprem-command,still-bare,33,| `{legacy-command} create-admin --org acme --email x --password-stdin` | Add an admin to an existing org |
10d4a013dfd2b4e5,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,31,b8b9f818bcca94e212c4252f72141269a69c6d020518f8b311bfbaf4ba5fc367,identity,onprem-command,still-bare,34,| `{legacy-command} issue-api-key --org acme --label ci` | Mint a tenant API key |
3f383b90da703b93,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,32,ead2a7da9ac058661066ecfee084683d0185c8e21864784f519fc7cc6bf7e9ea,identity,onprem-command,still-bare,35,| `{legacy-command} license load /path/to/license.key` | Hot-reload a new license |
c0bf9ce4cf87ea22,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,33,ab3f10fe66863102993f77e83f5bc36ec1cc5eb1c4da55339d36ae6afaaf61b5,identity,onprem-command,still-bare,36,| `{legacy-command} license status` | Pretty-print current license + days remaining |
3da287eac9425d4a,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,34,f9e1efb44c8b6223e46f9cf5c8b6b43b212112b847667f5ddb5f0c2547338875,identity,onprem-command,still-bare,37,| `{legacy-command} backup --out /backups/` | Wraps scripts/backup.sh |
acdb5bf8d3399593,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,35,65e2c63f6c1ffd1dfea3d523f8b13e1cede701b8600c89aa987ff75e0a772f06,identity,onprem-command,still-bare,38,| `{legacy-command} restore --from <tar.gz>` | Wraps scripts/restore.sh |
9cc3306c2ae75eb9,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,37,1e743bd93a36c218d54ef722647594ff507fc887ec022bb6f194d835c199e20b,identity,onprem-command,still-bare,40,| `{legacy-command} rollback [-y]` | Roll back to the version recorded in `.{legacy-brand}-prev-version` (written by upgrade.sh) |
edbc8d6c4247a01d,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,38,5040028019fe01388bd7b90be9a2bd4f0058e6b2ef740d2def6fa1b99f8e9e3e,identity,onprem-command,still-bare,41,| `{legacy-command} plugin install-url --fleet-id <id> [--api-url ...] [--api-key ...]` | Print the exact `curl -X POST \| bash` command a customer runs on an OpenClaw VM |
d4217c4d34f318ae,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,39,3d8053bbf7e97c824db4872e840787cf85377d2330695e80871ca8897cf86394,identity,onprem-command,still-bare,42,| `{legacy-command} memory export <tenant> --api-key mc_...` | Stream all memories for a tenant to JSONL |
77b9bc2a287a506b,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,40,9c1768a647268c44618660401d3cf7f962e250fb297e3a9329e9ad6bd3ca185e,identity,onprem-command,still-bare,43,| `{legacy-command} memory import <tenant> --api-key mc_... --file dump.jsonl` | Load a JSONL dump back into a tenant |
da34dfa7054ef58d,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,41,9fb63845a577ae9ab6740b5dc8fa35650f7709b04e7e655a8bb46402c444b100,identity,onprem-command,still-bare,44,| `{legacy-command} api <METHOD> <PATH> [--body file\|-] [--api-key mc_...]` | Generic authenticated passthrough to the running stack |
e3324eb99f8b8e9e,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/README.md,55,93645637090486bbbf6a2d815eed0b72dba6bb4be659bba8cd3af3ee81da6718,identity,onprem-command,still-bare,58,"- From the host: reads `~/.{legacy-brand}/credentials` (set by `{legacy-command} login`),"
3bcbf4d4eecf502e,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/pyproject.toml,2,47021b11e5897105f7151d1930c2b663fed0262bf0b497c1803a2d8d3dff2d31,frozen-contract,python-distribution-name,still-bare,2,"name = ""caura-{legacy-command}"""
1460af9bbca5eb8d,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/pyproject.toml,16,fd30605d47a0e6bb10e900533797616c1199d83ee76f3575d194a2a12ec446c8,frozen-contract,python-module-path,still-bare,16,"{legacy-command} = ""{legacy-command}.cli:cli"""
1b7e4d91e6aef7ee,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/src/{legacy-command}/cli.py,1,af1225dec485c9ecc31f4ccb3a10a0a92fc64f54933b462091717bde0a376cd2,identity,onprem-command,still-bare,1,"""""""{legacy-command} CLI entrypoint."""""""
3c21a483fd4d638a,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/src/{legacy-command}/cli.py,18,8838bda4518c52721dc7c20e41edfa33595b849d8fcfc582c6427e354e305dc7,frozen-contract,python-module-path,still-bare,18,from {legacy-command}.support import register as _register_support
ea78f17561a4b529,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/src/{legacy-command}/cli.py,216,6662a59ad1ec1881956df36114fe1832dcdf4bf0b75c479117817dc0ab3f8147,identity,onprem-command,still-bare,216,run via ``curl | bash``. Running it through {legacy-command} lets ops call
0af3a6e55639bb85,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/src/{legacy-command}/cli.py,409,3abc8738b20869be5f3d8ecb699c3774f537815f2350fa0d4730c07ea02e4137,identity,onprem-command,still-bare,409,"@click.option(""--agent-id"", default=""{legacy-command}-import"", show_default=True)"
46f83161aa135d1d,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/src/{legacy-command}/support.py,8,d9cd69b8b2a821ddeac391b62dd4587aa525a3664049b865ea852e2f50cc6e37,frozen-contract,support-bundle-schema,still-bare,8,"Works offline (air-gapped customer runs `{legacy-command} support bundle`,"
7294a74932f3d6dc,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/src/{legacy-command}/support.py,9,1196d9937c06d46bd9c2674c3d60ef0a5690fe64db0b33e385633c47f26c29bf,identity,onprem-command,still-bare,9,emails us the tarball) and connected (`{legacy-command} support upload`
8d31fa20a05f3a7d,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/src/{legacy-command}/support.py,125,2eea4305a5ad1a0324c2e20e8b1bb0a2336b5323fe6a40945b0179574e8530b9,identity,onprem-command,still-bare,125,"f""\n\n--- [{legacy-command}: file {path} truncated — """
8d6c72fb1d637f39,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/src/{legacy-command}/support.py,313,ff6929643624c57659a41fbd761a27fb76afc14b696d970d66cf84fbd3a5e917,frozen-contract,support-bundle-schema,still-bare,313,"""collector"": ""{legacy-command}"","
a3eb6eac7c39fa3c,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/src/{legacy-command}/support.py,370,6084d916a5d10c70ae54c20198a1b744ac49605ce6f8210ba02e57d2d805ee7a,frozen-contract,support-bundle-schema,still-bare,370,"return version(""caura-{legacy-command}"")"
7bee09f8325627c5,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/src/{legacy-command}/support.py,447,3db0f896f544e666f275456536d1c03ac67a9dc25eb7de044baeb252bb274318,identity,onprem-command,still-bare,447,"""Secrets redacted. Review with: [bold]{legacy-command} support review """
eaf10db4208d385a,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/src/{legacy-command}/support.py,528,ca524a2e92f3b14365f08032145b58e5144bb7f43cbbaf45bd9a92a0d7750916,frozen-contract,support-bundle-schema,still-bare,528,so `{legacy-command} support bundle && {legacy-command} support review …` can
b598dc3c5301f24f,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/src/{legacy-command}/support.py,534,a01790594930b97af7a8ec64aa927333151fc881a7de0bff80d7e7ac3fb95add,frozen-contract,support-bundle-schema,still-bare,534,"raise click.ClickException(""No manifest.json — not a {legacy-command} bundle?"")"
bee6cf508defc61f,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/src/{legacy-command}/support.py,576,2686ce924522b936a29cc8b7149e54799bbc3adfc03bd59c93ab7feb8ca0283c,frozen-contract,support-bundle-schema,still-bare,576,# versions. The bundle is produced locally by {legacy-command} so
17dae725b204e7b7,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/src/{legacy-command}/support.py,695,4b0e1cd7a67e9147568221ea0a608805bf6c5d6be593deb02dfc4ad232318899,frozen-contract,support-bundle-schema,still-bare,695,"""\nEither re-bundle after upgrading {legacy-command}, or pass """
f1f9549ed2d6b512,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/src/{legacy-command}/support.py,705,a01790594930b97af7a8ec64aa927333151fc881a7de0bff80d7e7ac3fb95add,frozen-contract,support-bundle-schema,still-bare,705,"raise click.ClickException(""No manifest.json — not a {legacy-command} bundle?"")"
08d9c136cd2faa07,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/src/{legacy-command}/support.py,755,f41df33afded7dcd380ad430f4c6adcec0bc130637e0aee753736321e194102a,identity,onprem-command,still-bare,755,"""""""Wire the support subgroup into the main {legacy-command} CLI."""""""
28adf199cdf67593,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/tests/test_cli.py,1,63410f51968a16d273651fac89f3241590c772c4d999e09deda9687007cd9045,identity,onprem-command,still-bare,1,"""""""Smoke tests for the {legacy-command} CLI entrypoint."""""""
b4981df1546e090e,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/tests/test_cli.py,12,ff54b4e16aa3caebf7a847fbabacbbf84faf6e8c5b5c3ccbde1f3f058fcd9f68,frozen-contract,source-tree-path,still-bare,12,# Make src/ importable when running `pytest` from the tools/{legacy-command} dir
7d66735de5ae98c3,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/tests/test_cli.py,19,ef6d4febf7dbb6ac13709825ba7e3693c1cc0876ee460cd7bd88e1d54f2cf13a,frozen-contract,python-module-path,still-bare,19,from {legacy-command}.cli import cli  # noqa: E402
4ac0e5bfcaa44006,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/tests/test_cli.py,43,49424bdae747b4460f6f7fe9746215a2f6d157e0bcfb7848cf847f926e521bcb,frozen-contract,python-module-path,still-bare,51,from {legacy-command} import cli as cli_mod
d2dc2fc7c932b04f,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/tests/test_cli.py,54,49424bdae747b4460f6f7fe9746215a2f6d157e0bcfb7848cf847f926e521bcb,frozen-contract,python-module-path,still-bare,62,from {legacy-command} import cli as cli_mod
2c3f292568800632,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/tests/test_cli.py,141,49424bdae747b4460f6f7fe9746215a2f6d157e0bcfb7848cf847f926e521bcb,frozen-contract,python-module-path,still-bare,149,from {legacy-command} import cli as cli_mod
9c1b29bf890af8fa,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/tests/test_cli.py,179,49424bdae747b4460f6f7fe9746215a2f6d157e0bcfb7848cf847f926e521bcb,frozen-contract,python-module-path,still-bare,187,from {legacy-command} import cli as cli_mod
a75d4d57bd8363ff,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/tests/test_support.py,19,ef6d4febf7dbb6ac13709825ba7e3693c1cc0876ee460cd7bd88e1d54f2cf13a,frozen-contract,python-module-path,still-bare,19,from {legacy-command}.cli import cli  # noqa: E402
eda08a8e485aded0,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/tests/test_support.py,20,e80e659cfc324c23441ce91d0faef01631b380596745689d3de617c43b0bbbfd,frozen-contract,python-module-path,still-bare,20,from {legacy-command}.support import (  # noqa: E402
8657070c98b56b7f,caura-ai/caura-onprem-installer,c45fc56,tools/{legacy-command}/tests/test_support.py,353,55b08fb1ce80fec57c339351813c0ffc4013ea1a8d263033fcc34819d473131f,identity,onprem-command,still-bare,353,"tmp = Path(""/tmp"") / ""{legacy-command}-leak-test.tar.gz"""
